member_id|first_name|last_name|email|address_line|city|postal_code|state|country|phone_number|birth_date|membership_length|join_date|donor_type|company_name|donation_amount|processing_fee_amount|preferred_language|payment_type|program_ind|program_funded|donation_date
156|Ardelle|Yanne|||||||716-554-0080|1992-10-16|5.0|2015-05-10|Individual||7717.9994288235075|154.35998857647016|fr-CA|In Person|1|Sunday Drop In|2016-01-23
75|Toma|Benazet|||||||832-310-1449|1995-11-20|3.0|2015-07-24|Individual||7190.208231694487|143.80416463388974|en-CA|Online|1|New Comer Settlement Services|2016-05-06
664|Nonna|Jeste|||||||815-467-4050|1981-04-18|7.0|2016-03-07|Individual||6107.455549112737|122.14911098225474|fr-CA|Online|0||2015-08-18
840|Collie|Joddens|||||||484-113-4881|1997-08-20|8.0|2017-09-27|Individual||2085.8406259364992|41.71681251872999|fr-CA|In Person|1|Housing|2017-11-10
342|Dianne|Olner||||||||||2015-12-03|Individual||8766.316091459097|175.32632182918195|fr-CA|In Person|1|Housing|2015-09-27
820|Jasen|Jowsey|||||||202-942-6624|1982-05-26|2.0|2017-09-22|Individual||5450.916238353116|109.01832476706231|en-CA|Online|1|Sunday Drop In|2016-01-22
514|Harlen|Corke|||||||847-609-4355|1978-05-13|1.0|2015-05-25|Individual||4822.694672810296|96.45389345620592|fr-CA|Online|0||2016-10-24
266|Chance|Orringe|||||||309-351-0442|1992-12-03|3.0|2016-08-05|Individual||1171.5127877577092|23.430255755154185|en-CA|Online|1|Housing|2017-07-08
319|Carleton|Nutton|||||||707-555-6310|1986-04-10|6.0|2015-04-28|Individual||9983.255364558567|199.66510729117135|en-CA|Online|1|Legal Clinic|2015-05-10
534|Tierney|Skylett|||||||757-690-1449|1982-01-15|7.0|2015-07-14|Individual||4235.499812672297|84.70999625344594|en-CA|In Person|1|Legal Clinic|2015-03-25
137|Barrie|Cantos|||||||719-822-1172|1991-02-11|3.0|2017-11-17|Individual||2828.8130330042222|56.57626066008444|en-CA|Online|0||2015-08-10
228|Anderson|Stowell|||||||412-157-3016|1989-07-07|1.0|2015-10-15|Individual||9456.928231291246|189.13856462582493|en-CA|In Person|1|New Comer Settlement Services|2015-04-24
379|Farra|Blaycock||||||||||2016-06-12|Individual||4054.3654621076116|81.08730924215223|fr-CA|Online|1|Family Resource Centre|2016-07-06
708|Doy|Ladell|||||||863-177-4332|1977-11-03|8.0|2017-01-01|Individual||622.9741123591634|12.459482247183269|fr-CA|Online|0||2016-09-10
692|Cobby|McGirr|||||||562-210-1953|1981-10-08|9.0|2017-10-19|Individual||4350.08555777019|87.0017111554038|en-CA|In Person|0||2015-01-21
255|Flory|Kinsett||||||||||2016-03-24|Individual||2415.2913862378764|48.30582772475753|en-CA|In Person|1|New Comer Settlement Services|2016-12-21
913|Arlette|Kuhnert|||||||858-664-5495|1980-04-08|8.0|2017-08-10|Individual||5819.275139813145|116.3855027962629|fr-CA|Online|1|Meal Trans|2015-09-24
813|Libbi|Emblen|||||||901-608-6326|1995-10-23|2.0|2015-04-26|Individual||8213.3664686339|164.267329372678|en-CA|In Person|1|Housing|2017-12-15
766|Hildy|Sutherington|||||||850-386-8026|1986-01-22|6.0|2017-09-18|Individual||9515.5968032202|190.311936064404|en-CA|Online|0||2017-10-12
684|Freddie|Pottinger|||||||212-122-1609|1985-11-13|5.0|2016-05-08|Individual||8919.775252220496|178.3955050444099|fr-CA|Online|0||2016-04-20
254|Daune|Gergler|||||||563-352-1705|1980-02-03|2.0|2017-08-26|Individual||6625.538488689303|132.51076977378608|fr-CA|In Person|1|Sunday Drop In|2017-01-09
179|Munroe|Raccio|||||||832-278-2592|1989-06-08|1.0|2015-10-13|Individual||1231.8802320788097|24.637604641576196|fr-CA|In Person|0||2017-12-05
265|Jasmine|Preist|||||||612-123-2530|1978-03-14|3.0|2017-03-06|Individual||9346.75440742297|186.9350881484594|fr-CA|In Person|0||2016-08-07
25|Codi|Cattow|||||||662-741-1238|1989-07-30|7.0|2017-02-26|Individual||2095.070736186533|41.90141472373066|fr-CA|In Person|0||2016-03-26
396|Selig|Lozano||||||||||2016-08-01|Individual||6997.8469154939285|139.95693830987858|en-CA|Online|1|Sunday Drop In|2015-04-16
767|Fabio|Zealey|||||||614-870-5059|1978-01-08|3.0|2016-11-18|Individual||3326.0456912777586|66.52091382555517|fr-CA|Online|1|Family Resource Centre|2015-08-07
692|Marabel|Folliott|||||||517-135-6771|1977-08-18|7.0|2017-07-03|Individual||2134.9656992660725|42.69931398532145|fr-CA|Online|1|Trans Youth Mentorship|2017-06-28
547|Ludvig|Airth||||||||||2016-01-18|Individual||3822.1894312063564|76.44378862412712|en-CA|In Person|1|Trans Youth Mentorship|2015-05-18
248|Donia|Blenkensop|||||||214-989-0003|1983-06-20|2.0|2015-12-18|Individual||3828.0982727610585|76.56196545522117|fr-CA|Online|1|Meal Trans|2017-06-04
71|Zondra|Garner|||||||915-121-1232|1977-08-25|9.0|2017-02-17|Individual||5570.114547183269|111.40229094366538|en-CA|In Person|0||2015-06-10
386|Rana|Huton||||||||||2017-01-18|Individual||8310.693062210825|166.2138612442165|fr-CA|Online|0||2016-10-06
900|Lincoln|Tanser|||||||812-298-3663|1983-02-22|1.0|2016-02-20|Individual||3586.7797399149795|71.73559479829959|en-CA|Online|1|Housing|2015-01-25
443|Oralla|Jowers|||||||757-167-0257|1988-02-20|3.0|2016-03-26|Individual||4464.399267483546|89.28798534967093|fr-CA|In Person|1|Trans Youth Mentorship|2017-10-05
903|Parrnell|Gilmour|||||||831-521-0026|1995-10-13|3.0|2017-06-26|Individual||8039.985889511736|160.79971779023472|fr-CA|Online|0||2017-11-26
315|Eberto|Flitcroft||||||||||2017-01-11|Individual||4530.0447945829965|90.60089589165993|en-CA|Online|0||2017-06-17
29|Elaina|Le Ball|||||||574-312-0145|1983-01-16|3.0|2015-09-28|Individual||8716.25296096987|174.32505921939742|en-CA|In Person|1|New Comer Settlement Services|2016-10-04
922|Jessie|Birdis|||||||301-497-5611|1991-04-13|4.0|2017-04-07|Individual||1761.2904945945234|35.22580989189047|fr-CA|Online|1|Meal Trans|2017-05-12
538|Violet|Cosbey|||||||561-954-5703|1998-03-25|4.0|2016-04-01|Individual||9064.972290551383|181.29944581102765|en-CA|Online|1|New Comer Settlement Services|2016-02-24
391|Missy|Baldry|||||||319-771-5416|1985-08-01|8.0|2017-01-24|Individual||700.8425932738642|14.016851865477284|fr-CA|In Person|1|Legal Clinic|2015-06-09
629|Ingmar|Carman|||||||606-203-8657|1989-07-26|2.0|2016-06-18|Individual||242.44981646509007|4.8489963293018015|en-CA|Online|0||2017-05-21
310|Florian|Tomadoni|||||||602-666-0611|1992-09-23|4.0|2017-10-16|Individual||5825.0667597295|116.50133519459|en-CA|Online|0||2015-12-03
951|Peder|Pettiford|||||||661-257-6773|1985-10-06|10.0|2015-04-27|Individual||7532.564652933543|150.65129305867086|en-CA|In Person|1|New Comer Settlement Services|2017-05-26
298|Avrom|Briscoe|||||||804-801-7282|1979-07-19|5.0|2017-01-02|Individual||1046.9121917173015|20.938243834346032|en-CA|Online|0||2017-10-18
12|Lexine|Mouget|||||||972-869-8514|1990-04-17|7.0|2017-03-07|Individual||8431.547448316545|168.63094896633092|fr-CA|Online|1|Housing|2015-12-23
1|Bernelle|Overell|||||||504-459-8163|1991-06-27|8.0|2016-02-16|Individual||303.4336074570671|6.068672149141342|en-CA|In Person|0||2017-07-08
190|Linc|Thorneywork|||||||651-681-2636|1989-10-06|4.0|2016-04-19|Individual||3263.6775741628335|65.27355148325667|en-CA|Online|0||2015-07-19
61|Raimund|Lode||||||||||2016-02-25|Individual||431.3779364760283|8.627558729520567|en-CA|Online|1|Legal Clinic|2016-04-22
629|Delmore|Bartoletti|||||||808-278-8301|1981-11-30|3.0|2017-06-05|Individual||8214.40739863079|164.2881479726158|en-CA|In Person|1|Sunday Drop In|2015-09-15
589|Lezley|Whittam|||||||212-188-8179|1985-07-21|4.0|2015-04-12|Individual||4716.290028717302|94.32580057434605|fr-CA|In Person|0||2015-10-06
982|Norry|Wherton|||||||314-418-2593|1994-06-09|4.0|2016-11-17|Individual||7844.715594337313|156.89431188674627|en-CA|Online|1|New Comer Settlement Services|2015-08-28
396|Selig|Lozano||||||||||2016-08-01|Individual||2719.400369280623|54.38800738561247|fr-CA|Online|0||2016-12-03
111|Madalena|Abbess|||||||225-817-0686|1977-03-17|8.0|2016-01-08|Individual||6967.01720624897|139.3403441249794|en-CA|In Person|0||2015-10-10
368|Yetty|Woodger|||||||785-499-6008|1978-10-22|7.0|2017-11-08|Individual||3904.1398707690196|78.0827974153804|fr-CA|In Person|0||2016-03-07
885|Filmore|Derye-Barrett|||||||773-867-7247|1998-04-21|10.0|2016-04-11|Individual||2152.898888000625|43.0579777600125|fr-CA|In Person|1|Family Resource Centre|2016-04-09
476|Kendricks|Hugenin|||||||319-906-1085|1999-10-10|4.0|2015-11-27|Individual||7779.428792105614|155.58857584211228|en-CA|In Person|0||2016-12-26
696|Allen|Bompas|||||||773-930-8687|1990-03-17|8.0|2017-07-26|Individual||9652.755474215082|193.05510948430165|fr-CA|Online|1|Family Resource Centre|2016-06-21
533|Marita|Murden|||||||316-673-3479|1984-04-15|1.0|2015-12-04|Individual||4634.87185474623|92.69743709492461|en-CA|Online|1|New Comer Settlement Services|2017-05-23
924|Nehemiah|Duckhouse|||||||619-595-4397|1985-07-29|6.0|2015-01-20|Individual||9186.305638208316|183.72611276416632|fr-CA|Online|1|New Comer Settlement Services|2017-12-12
511|Linnell|Terne|||||||754-227-7320|1995-04-23|3.0|2015-08-28|Individual||9305.458976694501|186.10917953389003|en-CA|In Person|1|New Comer Settlement Services|2015-02-27
328|Fleming|Newbatt|||||||404-788-2105|1990-02-20|4.0|2017-02-05|Individual||1402.5066008241058|28.050132016482117|en-CA|In Person|0||2016-02-22
305|Juan|Hiland|||||||916-708-0064|1987-02-13|4.0|2015-08-28|Individual||1946.267422093419|38.92534844186838|fr-CA|Online|1|Family Resource Centre|2016-02-02
943|Yalonda|Self|||||||480-674-8784|1997-03-06|1.0|2015-11-11|Individual||7635.563525034654|152.71127050069308|fr-CA|Online|0||2016-06-22
134|Anne-corinne|Habercham|||||||720-173-4080|1991-03-28|2.0|2016-04-25|Individual||7011.299617747274|140.22599235494548|fr-CA|In Person|0||2016-06-02
415|Lucie|Piola|||||||405-401-7279|1998-07-01|3.0|2015-02-04|Individual||9799.113019577979|195.98226039155958|en-CA|In Person|1|Sunday Drop In|2016-04-15
960|Kyrstin|Wharton||||||||||2016-03-27|Individual||313.77420982949644|6.275484196589929|en-CA|Online|0||2017-02-20
507|Angelo|Robert||||||||||2015-01-05|Individual||1565.7830309494427|31.315660618988854|fr-CA|In Person|1|Meal Trans|2015-07-18
996|Maxine|Paolicchi|||||||513-588-1686|1978-02-20|1.0|2015-09-17|Individual||3236.0500372273045|64.72100074454609|fr-CA|In Person|1|New Comer Settlement Services|2017-08-22
826|Silvie|Skellington|||||||203-410-1244|1978-09-29|9.0|2017-03-10|Individual||107.78884392964454|2.155776878592891|fr-CA|In Person|1|Sunday Drop In|2016-06-11
742|Marjory|Salt|||||||517-921-9124|1983-10-25|1.0|2016-02-22|Individual||1184.7454690835743|23.694909381671486|en-CA|In Person|1|Meal Trans|2015-11-24
276|Theodoric|Hoxey|||||||206-837-3151|1987-02-01|5.0|2016-12-15|Individual||8870.016289509464|177.40032579018927|en-CA|Online|0||2017-12-13
700|Marys|Mitham||||||||||2015-08-15|Individual||863.396187479143|17.26792374958286|en-CA|Online|0||2015-08-07
620|Arlina|Byfford||||||||||2016-05-25|Individual||1240.0872493159475|24.80174498631895|en-CA|Online|1|Housing|2017-04-04
572|Ingaberg|Batte|||||||415-807-4155|1986-04-11|9.0|2015-11-24|Individual||5480.565170178856|109.61130340357711|en-CA|In Person|0||2016-03-03
106|Isa|Choppin|||||||916-999-4965|1994-03-25|2.0|2015-07-04|Individual||8005.96489789071|160.1192979578142|en-CA|Online|0||2016-05-03
850|Briano|Siggin|||||||707-149-9280|1998-06-16|3.0|2016-07-01|Individual||1805.6349783160679|36.11269956632136|fr-CA|Online|1|Sunday Drop In|2017-05-06
721|Elyssa|Longland|||||||559-124-9556|1989-05-22|2.0|2016-09-24|Individual||2815.1272290358515|56.30254458071703|en-CA|In Person|0||2016-09-20
529|Veda|Boustred|||||||406-697-0771|1999-03-21|8.0|2016-02-08|Individual||2056.7084036416877|41.13416807283375|fr-CA|Online|0||2015-08-17
345|Melodee|Loughnan|||||||419-114-2190|1989-04-12|7.0|2015-03-04|Individual||1155.0011224834773|23.100022449669545|fr-CA|In Person|1|Family Resource Centre|2015-07-15
189|Anthea|Avann|||||||812-684-8942|1988-12-11|5.0|2016-08-04|Individual||27.149675738210583|0.5429935147642116|en-CA|In Person|1|New Comer Settlement Services|2017-05-06
697|Jeno|Spadeck|||||||310-164-0103|1991-08-22|8.0|2015-12-02|Individual||7268.539880937627|145.37079761875253|en-CA|In Person|1|Sunday Drop In|2016-07-09
515|Lombard|Cothey|||||||202-763-3368|1992-06-17|6.0|2015-03-19|Individual||8470.922063058297|169.41844126116595|fr-CA|In Person|1|Meal Trans|2016-06-12
144|Florence|Laroux|||||||843-181-6252|1998-04-10|9.0|2017-03-26|Individual||8746.704956421514|174.9340991284303|fr-CA|Online|1|Family Resource Centre|2017-05-10
788|Dinah|Mazzeo|||||||704-680-9900|1984-04-27|8.0|2017-01-02|Individual||8933.896836407486|178.67793672814972|fr-CA|In Person|1|Legal Clinic|2016-09-11
889|Marie-jeanne|Cosin|||||||609-101-0700|1998-11-27|7.0|2015-07-26|Individual||4021.2704050796956|80.42540810159392|fr-CA|In Person|1|Legal Clinic|2015-11-14
912|Irwinn|O'Loghlen|||||||915-598-8855|1998-05-28|10.0|2017-01-19|Individual||4656.974775217519|93.13949550435038|fr-CA|In Person|1|Family Resource Centre|2016-06-05
667|Mamie|Postgate|||||||757-739-1901|1997-04-08|1.0|2015-05-19|Individual||1680.836644196129|33.61673288392258|fr-CA|Online|0||2016-08-25
32|Sky|Spelman|||||||516-518-8636|1990-05-16|1.0|2016-07-05|Individual||7201.321687789667|144.02643375579333|fr-CA|In Person|1|Housing|2017-11-03
439|Kris|Izchaki|||||||234-442-2948|1987-04-18|5.0|2017-05-22|Individual||3535.8153210382943|70.71630642076589|fr-CA|In Person|0||2016-01-28
349|Rosanne|Pellissier|||||||304-978-2786|1999-04-22|4.0|2015-07-16|Individual||8515.814772977947|170.31629545955894|en-CA|Online|0||2016-10-10
762|Daren|Neathway|||||||505-615-0892|1999-07-29|3.0|2015-05-26|Individual||4419.361131622651|88.38722263245302|fr-CA|In Person|0||2017-12-17
919|Christina|Duesbury|||||||801-195-4740|1978-07-04|8.0|2016-05-11|Individual||9294.590542571012|185.89181085142025|en-CA|Online|1|Legal Clinic|2017-09-01
734|Birdie|Eberst|||||||215-264-1720|1984-01-13|1.0|2015-05-17|Individual||2567.7416966501164|51.35483393300233|en-CA|Online|1|Legal Clinic|2015-04-04
239|Jacinda|Capstack|||||||512-457-2374|1996-10-31|7.0|2016-07-19|Individual||1298.4861531431732|25.969723062863466|en-CA|Online|0||2015-08-09
550|Catrina|Tedridge|||||||330-778-3935|1996-10-01|9.0|2016-12-23|Individual||917.7680726267499|18.355361452535|en-CA|In Person|1|Sunday Drop In|2016-08-14
823|Thorny|Neville|||||||434-839-1926|1980-09-04|3.0|2017-01-23|Individual||157.884457030813|3.15768914061626|fr-CA|Online|0||2016-11-28
1|Bernelle|Overell|||||||504-459-8163|1991-06-27|8.0|2016-02-16|Individual||371.34234190508687|7.426846838101738|fr-CA|In Person|0||2015-08-16
971|Pearla|Penelli|||||||772-368-2267|1984-12-25|6.0|2015-07-01|Individual||13.866494580132676|0.27732989160265353|en-CA|Online|0||2017-06-20
83|Oby|Burgot|||||||256-732-8153|1977-11-08|10.0|2016-09-05|Individual||5138.126250314598|102.76252500629197|en-CA|Online|1|Sunday Drop In|2017-01-07
776|Margalit|Feben|||||||571-288-5083|1989-04-15|3.0|2016-12-10|Individual||1286.9139439842115|25.73827887968423|en-CA|Online|0||2016-08-25
323|Eryn|Bonney|||||||860-622-9606|1983-08-25|5.0|2017-04-10|Individual||3289.6974033327388|65.79394806665478|en-CA|In Person|0||2017-12-23
605|Noelle|Hurl|||||||815-190-7419|1981-04-24|7.0|2017-12-12|Individual||822.8220077852897|16.456440155705792|fr-CA|In Person|1|Family Resource Centre|2015-09-23
876|Kenneth|Denny|||||||540-428-9157|1993-08-02|10.0|2015-02-19|Individual||4151.375457747153|83.02750915494306|en-CA|Online|1|Trans Youth Mentorship|2016-09-06
855|Pen|Othick|||||||305-693-6145|1986-02-16|9.0|2016-10-16|Individual||3562.560669240718|71.25121338481436|en-CA|Online|0||2016-05-04
484|Umeko|Coppard|||||||414-463-2525|1995-06-23|6.0|2015-01-23|Individual||1239.7575613658998|24.795151227317998|fr-CA|Online|0||2016-01-18
434|Sharai|Tarr|||||||617-360-3146|1992-12-14|1.0|2015-04-21|Individual||6509.719316818343|130.19438633636688|en-CA|In Person|1|Meal Trans|2016-01-16
348|Peri|McClean|||||||202-457-4192|1991-01-02|5.0|2015-10-13|Individual||1750.9563742031805|35.01912748406361|fr-CA|In Person|1|Housing|2015-04-20
700|Marys|Mitham||||||||||2015-08-15|Individual||8151.295185666477|163.02590371332954|en-CA|In Person|1|New Comer Settlement Services|2017-11-20
213|Anderson|Cremen||||||||||2017-05-20|Individual||8920.347894360208|178.40695788720416|en-CA|Online|0||2015-09-27
697|Bax|Linstead|||||||432-935-4567|1999-09-12|2.0|2017-09-03|Individual||6056.231678100761|121.12463356201522|en-CA|In Person|1|New Comer Settlement Services|2015-08-27
984|Georgianne|Vanyard|||||||859-744-3373|1985-03-13|7.0|2017-12-26|Individual||5279.126602356031|105.58253204712062|fr-CA|In Person|1|New Comer Settlement Services|2015-07-25
377|Sharla|Conneely|||||||417-642-3553|1994-05-17|6.0|2016-05-15|Individual||2229.968058301065|44.5993611660213|fr-CA|In Person|0||2015-01-01
614|Andee|Badsworth|||||||772-932-7998|1993-04-18|2.0|2017-01-16|Individual||2958.5201454713265|59.17040290942653|fr-CA|Online|1|Sunday Drop In|2016-05-22
200|Britt|Hamer|||||||713-604-2729|1979-11-25|9.0|2016-01-20|Individual||8523.433778707664|170.46867557415328|en-CA|Online|0||2015-10-20
745|Nikkie|Tagg|||||||251-490-9102|1999-05-19|7.0|2016-06-09|Individual||2825.0180144146652|56.50036028829331|en-CA|In Person|1|Legal Clinic|2017-02-02
526|Sonia|Prattington|||||||239-757-3478|1986-03-31|1.0|2016-11-11|Individual||1917.5213802033377|38.35042760406675|en-CA|Online|1|Legal Clinic|2015-06-16
235|Giuseppe|Mc Gaughey|||||||415-819-4762|1989-12-05|2.0|2015-09-02|Individual||8420.832155541182|168.41664311082366|fr-CA|In Person|0||2016-05-05
221|Bron|Cockaday|||||||850-300-3428|1978-05-29|10.0|2016-11-13|Individual||6100.302005581357|122.00604011162714|en-CA|In Person|1|New Comer Settlement Services|2017-12-05
316|Xavier|Winfrey|||||||818-821-2371|1998-05-19|5.0|2015-01-17|Individual||7117.716710418662|142.35433420837325|fr-CA|Online|1|Family Resource Centre|2017-02-19
537|Paulie|Pettus|||||||805-327-8307|1988-08-29|1.0|2015-11-14|Individual||425.36302227371834|8.507260445474367|fr-CA|Online|1|Trans Youth Mentorship|2015-06-26
311|Jeffie|Grishukhin|||||||612-355-9273|1979-09-24|2.0|2015-07-10|Individual||6748.166533991968|134.96333067983937|en-CA|In Person|1|Meal Trans|2015-09-25
922|Viv|Cerith|||||||713-154-1950|1980-04-11|9.0|2015-12-05|Individual||6702.311274456392|134.04622548912783|en-CA|In Person|1|Meal Trans|2016-04-04
863|Franklyn|Deverille|||||||217-118-3601|1998-05-11|4.0|2016-08-05|Individual||1105.9818488630358|22.119636977260715|en-CA|Online|0||2017-05-04
82|Brandon|Bellelli|||||||601-149-3282|1990-11-29|7.0|2017-10-06|Individual||7819.290884728673|156.38581769457346|en-CA|Online|1|Housing|2015-08-25
60|Sherrie|Arkil|||||||773-183-7454|1978-05-06|10.0|2016-01-11|Individual||2389.1212097724406|47.78242419544881|en-CA|In Person|0||2017-03-13
860|Allis|Abbado|||||||469-351-8440|1977-09-11|10.0|2016-02-17|Individual||8175.068002872122|163.50136005744244|fr-CA|In Person|0||2016-11-21
464|Sloane|Borne|||||||772-627-2529|1994-11-16|9.0|2017-07-24|Individual||7993.219549540629|159.86439099081258|fr-CA|In Person|0||2017-11-13
805|Lewes|Jagiela|||||||215-874-4189|1998-01-22|9.0|2015-09-09|Individual||7637.907292827918|152.75814585655837|en-CA|Online|1|Family Resource Centre|2015-08-25
377|Sharla|Conneely|||||||417-642-3553|1994-05-17|6.0|2016-05-15|Individual||1753.697847456857|35.07395694913714|fr-CA|Online|1|Sunday Drop In|2017-01-27
490|Nancee|Febvre|||||||314-259-0912|1981-01-19|7.0|2015-05-02|Individual||3006.930188119608|60.13860376239216|fr-CA|In Person|1|Legal Clinic|2016-12-06
684|Lowrance|de Verson|||||||786-726-4488|1990-02-02|8.0|2016-02-19|Individual||9196.485138696447|183.92970277392894|en-CA|Online|1|Family Resource Centre|2016-08-26
127|Darlleen|Drepp|||||||714-658-3088|1998-08-28|4.0|2017-12-21|Individual||6009.996667585214|120.19993335170427|fr-CA|Online|1|Housing|2015-02-06
762|Jamil|Simacek|||||||775-234-1507|1995-12-08|9.0|2017-01-15|Individual||1771.1667546695705|35.42333509339141|fr-CA|In Person|0||2016-02-10
579|Fayth|Redgrove|||||||316-838-3606|1990-09-21|9.0|2017-10-24|Individual||2787.5150896430805|55.75030179286161|en-CA|In Person|0||2015-11-08
363|Jeffy|Reinert|||||||415-502-1158|1990-07-29|8.0|2017-12-14|Individual||272.1973111783444|5.443946223566889|fr-CA|Online|1|Meal Trans|2016-01-06
643|Katheryn|Reggio|||||||330-271-8161|1986-09-11|10.0|2016-10-01|Individual||5522.78389113756|110.45567782275121|en-CA|In Person|1|Legal Clinic|2017-10-23
692|Marabel|Folliott|||||||517-135-6771|1977-08-18|7.0|2017-07-03|Individual||2422.5701786556247|48.45140357311249|en-CA|In Person|0||2017-07-27
766|Hildy|Sutherington|||||||850-386-8026|1986-01-22|6.0|2017-09-18|Individual||3546.419698054099|70.92839396108198|en-CA|Online|0||2015-12-23
513|Ina|Heiden|||||||312-584-5761|1997-08-23|4.0|2015-10-10|Individual||8864.5433192831|177.290866385662|fr-CA|In Person|1|Trans Youth Mentorship|2017-05-20
392|Arabel|Simkin|||||||503-745-9063|1992-06-03|1.0|2015-02-21|Individual||7631.707488371857|152.63414976743715|en-CA|Online|0||2016-01-16
71|Zondra|Garner|||||||915-121-1232|1977-08-25|9.0|2017-02-17|Individual||2919.296533776125|58.3859306755225|en-CA|Online|1|Family Resource Centre|2015-04-01
451|Leesa|Elcoat|||||||210-663-5008|1995-12-17|7.0|2017-06-19|Individual||2698.185560460547|53.96371120921094|fr-CA|Online|1|Housing|2017-05-15
948|Piotr|MacBey|||||||330-419-8238|1977-06-15|4.0|2015-04-23|Individual||805.988821524115|16.1197764304823|fr-CA|Online|1|Legal Clinic|2017-10-24
700|Elisha|Plaice|||||||480-572-2983|1978-04-07|3.0|2016-09-04|Individual||3291.6018086672693|65.83203617334539|en-CA|Online|1|Legal Clinic|2017-12-06
753|Klarrisa|Masding|||||||405-404-2570|1998-04-02|6.0|2016-11-16|Individual||5154.569387282942|103.09138774565885|en-CA|In Person|0||2016-04-06
887|Craig|Jolliff||||||||||2016-11-24|Individual||3160.376998035899|63.20753996071798|fr-CA|In Person|0||2017-12-09
662|Mariya|Shulver|||||||302-910-0947|1992-04-03|3.0|2015-09-26|Individual||5774.778604674206|115.49557209348411|fr-CA|In Person|1|Sunday Drop In|2017-03-19
970|Dale|Stobie||||||||||2015-09-08|Individual||8127.050890800807|162.54101781601614|fr-CA|In Person|1|Trans Youth Mentorship|2017-01-15
372|Conway|Barnsley|||||||570-493-3846|1978-10-23|6.0|2017-12-06|Individual||6934.1785249476425|138.68357049895286|fr-CA|In Person|0||2016-04-14
202|Torrie|Crossby|||||||704-261-2540|1992-12-07|5.0|2017-07-05|Individual||3763.826303337548|75.27652606675096|en-CA|Online|0||2016-12-20
782|Lawton|Goldsworthy|||||||949-989-1170|1984-02-02|2.0|2015-04-24|Individual||7093.043643715103|141.86087287430206|en-CA|Online|1|Meal Trans|2015-10-16
113|Orton|Hallgarth|||||||775-884-6169|1997-07-10|6.0|2016-07-01|Individual||4892.626267613532|97.85252535227065|en-CA|Online|1|Family Resource Centre|2017-02-21
255|Ginger|Tuke||||||||||2015-05-27|Individual||564.7806220876971|11.295612441753942|en-CA|In Person|1|Meal Trans|2017-12-23
722|Laryssa|Cooksley|||||||702-673-4762|1981-05-02|4.0|2016-09-01|Individual||8580.101261570977|171.60202523141953|en-CA|In Person|1|Family Resource Centre|2017-07-25
416|Far|Poore|||||||850-693-3685|1981-08-08|4.0|2017-05-24|Individual||541.5292642635857|10.830585285271713|en-CA|Online|0||2015-11-19
437|Rolland|Northey|||||||317-846-4530|1982-07-15|5.0|2016-04-16|Individual||6916.330564050268|138.32661128100537|fr-CA|Online|1|Housing|2016-03-23
729|Rosella|Heaffey|||||||513-787-4237|1988-03-02|2.0|2016-11-25|Individual||5751.733044402143|115.03466088804285|fr-CA|In Person|1|Sunday Drop In|2016-01-05
621|Avigdor|O'Dunniom|||||||719-577-1560|1997-07-04|3.0|2016-08-19|Individual||2452.6729589974484|49.053459179948966|en-CA|In Person|0||2016-11-02
405|Maurine|Manssuer|||||||914-274-1930|1985-11-21|7.0|2017-06-10|Individual||9739.902306160067|194.79804612320135|en-CA|In Person|1|New Comer Settlement Services|2017-01-11
601|Dina|Selcraig|||||||682-767-1741|1997-01-05|4.0|2016-07-01|Individual||98.60729531370282|1.9721459062740565|en-CA|Online|1|Family Resource Centre|2015-10-25
309|Boycie|Spinage|||||||913-905-3739|1987-11-12|6.0|2016-10-17|Individual||8914.605319684104|178.29210639368208|en-CA|In Person|0||2017-12-17
796|Hilliary|Jesteco|||||||512-968-4602|1987-04-13|6.0|2015-01-27|Individual||1020.685460263539|20.41370920527078|fr-CA|Online|0||2015-04-21
851|Brody|Gummow|||||||540-384-4101|1977-01-10|6.0|2017-08-10|Individual||964.5919853456571|19.291839706913144|en-CA|Online|0||2015-10-25
355|Beilul|Rebert|||||||559-836-3793|1980-08-02|1.0|2017-03-18|Individual||606.8433883807132|12.136867767614264|en-CA|In Person|0||2016-04-20
180|Koo|Jeffcock|||||||859-770-1501|1993-05-02|3.0|2017-06-25|Individual||4970.575636636056|99.41151273272112|fr-CA|Online|1|Housing|2015-09-22
255|Flory|Kinsett||||||||||2016-03-24|Individual||4543.401413627257|90.86802827254515|fr-CA|In Person|0||2016-05-17
919|Marietta|Lazenby|||||||305-613-2090|1989-06-09|7.0|2016-12-07|Individual||4059.916854425545|81.1983370885109|en-CA|Online|1|Trans Youth Mentorship|2015-05-25
955|Kameko|Rapi|||||||516-115-6063|1989-04-19|4.0|2017-11-22|Individual||3391.600986325751|67.83201972651501|en-CA|Online|1|Meal Trans|2016-01-13
206|Mariele|Jordison|||||||415-441-9359|1994-08-04|7.0|2015-07-16|Individual||8196.928329087532|163.93856658175065|en-CA|In Person|1|Legal Clinic|2015-11-01
236|Roger|Greggor||||||||||2015-08-03|Individual||6794.888712178005|135.89777424356012|fr-CA|In Person|0||2015-09-12
323|Eryn|Bonney|||||||860-622-9606|1983-08-25|5.0|2017-04-10|Individual||5129.474381899373|102.58948763798746|en-CA|In Person|0||2016-11-10
