,address_line,birth_date,city,country,email,first_name,full_address,join_date,last_name,latitude,longitude,member_id,membership_length,phone_number,postal_code,state
114,135 BOOTH AVE,1991-11-30,TORONTO,Canada,ntesh36@senate.gov,Noam,"135 BOOTH AVE , TORONTO , ON",2017-11-23,Tesh,43.6581584727273,-79.3425759090909,834,7.0,917-879-6780,M4M2M5,ON
115,56 CHERITAN AVE,1981-03-12,TORONTO,Canada,bmcmeekan37@vk.com,Bob,"56 CHERITAN AVE , TORONTO , ON",2016-12-04,McMeekan,43.7227189744501,-79.4055037288747,825,5.0,818-343-1599,M4R1S6,ON
116,56 CHERITAN AVE,1978-09-29,TORONTO,Canada,smorat38@pen.io,Shurlock,"56 CHERITAN AVE , TORONTO , ON",2015-03-13,Morat,43.7227189744501,-79.4055037288747,997,10.0,801-113-0296,M4R1S6,ON
117,1213-100 WELLESLEY ST E ENTRY CODE 736,1977-08-19,TORONTO,Canada,dskirving39@economist.com,Dario,"1213-100 WELLESLEY ST E ENTRY CODE 736 , TORONTO , ON",2017-11-23,Skirving,,,920,9.0,706-106-3504,M4Y1H5,ON
118,77 MAITLAND PLACE SUITE 1002,1985-08-31,TORONTO,Canada,hareles3a@shareasale.com,Harli,"77 MAITLAND PLACE SUITE 1002 , TORONTO , ON",2017-01-04,Areles,,,108,6.0,404-254-8708,M4Y2V6,ON
119,245 CARLAW AVE UNIT 501B,,TORONTO,,trichardet3b@blinklist.com,Tammie,"245 CARLAW AVE UNIT 501B , TORONTO , ON",2015-01-05,Richardet,,,586,,,M4M2S1,ON
120,1082-1082 VICTORIA PARK AVE,1990-11-24,EAST YORK,Canada,jlongthorn3c@lulu.com,Jordon,"1082-1082 VICTORIA PARK AVE , EAST YORK , ON",2017-07-02,Longthorn,,,768,6.0,904-761-3636,M4B2K3,ON
121,508 DAWES ROAD APT 216,1985-07-24,TORONTO,Canada,dpace3d@indiatimes.com,Debra,"508 DAWES ROAD APT 216 , TORONTO , ON",2016-09-12,Pace,,,580,3.0,210-576-7423,M4B2G3,ON
122,2810-120 HOMEWOOD AVE,1985-10-25,TORONTO,Canada,pching3e@ocn.ne.jp,Pippa,"2810-120 HOMEWOOD AVE , TORONTO , ON",2016-01-12,Ching,,,88,2.0,214-569-0764,M4Y2J3,ON
123,565 SHERBOURNE STREET APT 2320,1981-02-02,TORONTO,Canada,sblackater3f@flickr.com,Sylas,"565 SHERBOURNE STREET APT 2320 , TORONTO , ON",2017-01-05,Blackater,,,599,7.0,832-360-8761,M4X1W7,ON
124,254 AIRDRIE RD,1988-02-06,EAST YORK,Canada,clinke3g@woothemes.com,Cecil,"254 AIRDRIE RD , EAST YORK , ON",2015-05-22,Linke,43.7068689,-79.3661774,467,5.0,215-383-5019,M4G1N1,ON
125,307-11 COATSWORTH CRES,1993-12-17,TORONTO,Canada,kstenbridge3h@engadget.com,Kimberli,"307-11 COATSWORTH CRES , TORONTO , ON",2016-05-16,Stenbridge,43.6793324,-79.3209528,410,4.0,409-401-6827,M4C5P8,ON
126,1075 VICTORIA PARK AVE SUITE 202,1994-08-14,TORONTO,Canada,dbarth3i@mozilla.com,Danita,"1075 VICTORIA PARK AVE SUITE 202 , TORONTO , ON",2015-10-10,Barth,,,823,7.0,706-279-5384,M4B2K2,ON
127,347 CLEAVELAND ST,1988-09-02,TORONTO,Canada,tninnoli3j@washingtonpost.com,Trip,"347 CLEAVELAND ST , TORONTO , ON",2016-11-26,Ninnoli,,,190,5.0,217-731-4166,M4S2X1,ON
128,308-150 COSBURN AVE,1990-11-11,EAST YORK,Canada,djarry3k@umn.edu,Dukie,"308-150 COSBURN AVE , EAST YORK , ON",2016-06-17,Jarry,,,514,9.0,850-176-3156,M4J2L9,ON
129,28 TED ROGERS WAY #1204,1980-12-13,TORONTO,Canada,sswinden3l@devhub.com,Sinclair,"28 TED ROGERS WAY #1204 , TORONTO , ON",2016-05-26,Swinden,43.6705748,-79.3805902,557,2.0,703-415-2164,M4Y2J4,ON
130,539 JARVIS ST PH4 4,1991-05-02,TORONTO,Canada,irozzier3m@geocities.jp,Idelle,"539 JARVIS ST PH4 4 , TORONTO , ON",2016-12-24,Rozzier,,,114,9.0,520-701-6778,M4Y2H7,ON
131,88 BLOOR ST E 1501,1997-06-13,TORONTO,Canada,gjagger3n@ed.gov,Gaile,"88 BLOOR ST E 1501 , TORONTO , ON",2017-01-11,Jagger,43.6723255,-79.3769821,302,3.0,724-805-7633,M4W3G9,ON
132,1848 LAKE SHORE BLVD E,1995-10-13,TORONTO,Canada,pgilmour3o@house.gov,Parrnell,"1848 LAKE SHORE BLVD E , TORONTO , ON",2017-06-26,Gilmour,43.6656031505763,-79.3051501939028,903,3.0,831-521-0026,M4L6S8,ON
133,1-29 BOULTON AVE,1996-06-27,TORONTO,Canada,ghaquin3p@geocities.com,Garnette,"1-29 BOULTON AVE , TORONTO , ON",2016-12-11,Haquin,43.6617083,-79.3475969,294,8.0,339-147-3428,M4M2J4,ON
134,250 WOODBINE AVE,1977-11-08,TORONTO,Canada,oburgot3q@hibu.com,Oby,"250 WOODBINE AVE , TORONTO , ON",2016-09-05,Burgot,43.6701366375,-79.3065321875,83,10.0,256-732-8153,M4L3P2,ON
135,5 THORNCLIFFE AVE,1979-03-28,TORONTO,Canada,tdike3r@ihg.com,Tatiana,"5 THORNCLIFFE AVE , TORONTO , ON",2015-11-01,Dike,43.6804298000532,-79.3595309346347,375,6.0,831-919-1450,M4K1V4,ON
136,5 THORNCLIFFE AVE,1994-03-02,TORONTO,Canada,nambrogelli3s@ftc.gov,Neale,"5 THORNCLIFFE AVE , TORONTO , ON",2016-08-19,Ambrogelli,43.6804298000532,-79.3595309346347,395,6.0,701-515-8396,M4K1V4,ON
137,57 HUNTLEY ST,1997-07-10,TORONTO,Canada,ohallgarth3t@multiply.com,Orton,"57 HUNTLEY ST , TORONTO , ON",2016-07-01,Hallgarth,43.6706567777778,-79.3786176666667,113,6.0,775-884-6169,M4Y2L2,ON
138,57 HUNTLEY ST,1992-09-26,TORONTO,Canada,zcapey3u@cnbc.com,Zackariah,"57 HUNTLEY ST , TORONTO , ON",2016-11-26,Capey,43.6706567777778,-79.3786176666667,976,7.0,518-880-6015,M4Y2L2,ON
139,3204-110 CHARLES ST E,1985-03-13,TORONTO,Canada,gvanyard3v@tripadvisor.com,Georgianne,"3204-110 CHARLES ST E , TORONTO , ON",2017-12-26,Vanyard,,,984,7.0,859-744-3373,M4Y1T5,ON
140,412-70 ALEXANDER ST,1987-11-18,TORONTO,Canada,omeldrum3w@ustream.tv,Osmund,"412-70 ALEXANDER ST , TORONTO , ON",2015-09-05,Meldrum,43.6186475,-79.4887606,746,8.0,213-156-5036,M4Y3B6,ON
141,2307-7 JACKES AVE,1994-03-20,TORONTO,Canada,rlightbown3x@huffingtonpost.com,Romola,"2307-7 JACKES AVE , TORONTO , ON",2017-11-01,Lightbown,43.6853305,-79.3914537,303,1.0,213-969-7782,M4T1E3,ON
142,1111-10 DELISLE AVE,1995-01-26,TORONTO,Canada,hgambell3y@usgs.gov,Hermon,"1111-10 DELISLE AVE , TORONTO , ON",2015-08-01,Gambell,43.6891077,-79.3947067,474,2.0,202-592-4764,M4V3C6,ON
143,1007-6 PARK VISTA,1999-04-07,TORONTO,Canada,tbennell3z@a8.net,Tamma,"1007-6 PARK VISTA , TORONTO , ON",2017-04-18,Bennell,43.6978366,-79.2986093,1000,4.0,713-487-5283,M4B1A2,ON
144,88 REDPATH AVE 912,1990-02-02,TORONTO,Canada,ldeverson40@wikimedia.org,Lowrance,"88 REDPATH AVE 912 , TORONTO , ON",2016-02-19,de Verson,43.70615465,-79.3926224829099,684,8.0,786-726-4488,M4S2J8,ON
145,88 REDPATH AVE 912,1986-11-07,TORONTO,Canada,bnavarre41@thetimes.co.uk,Bette,"88 REDPATH AVE 912 , TORONTO , ON",2017-12-15,Navarre,43.70615465,-79.3926224829099,300,5.0,585-796-7823,M4S2J8,ON
146,206-630 QUEEN ST E,1989-01-07,TORONTO,Canada,dluno42@surveymonkey.com,Dicky,"206-630 QUEEN ST E , TORONTO , ON",2017-04-02,Luno,,,661,9.0,817-343-6007,M4M1G3,ON
147,2505-565 SHERBOURNE ST,1983-05-25,TORONTO,Canada,kpersence43@eventbrite.com,Keeley,"2505-565 SHERBOURNE ST , TORONTO , ON",2016-01-06,Persence,,,853,3.0,860-157-5600,M4X1W7,ON
148,9 MUNFORD CRES,1976-11-16,EAST YORK,Canada,mpettitt44@ihg.com,Margot,"9 MUNFORD CRES , EAST YORK , ON",2016-03-22,Pettitt,43.7008449503454,-79.3024659494325,116,7.0,305-794-3904,M4B1B9,ON
149,9 MUNFORD CRES,1982-09-19,EAST YORK,Canada,gmacgiffin45@sourceforge.net,Gaby,"9 MUNFORD CRES , EAST YORK , ON",2016-12-14,MacGiffin,43.7008449503454,-79.3024659494325,873,10.0,402-757-9584,M4B1B9,ON
150,1970 DANFORTH AVE,1984-01-26,TORONTO,Canada,blomaz46@furl.net,Bearnard,"1970 DANFORTH AVE , TORONTO , ON",2015-12-13,Lomaz,43.6853464268293,-79.3149718853659,690,6.0,303-317-1653,M4C1J6,ON
151,25-6 KINGSTON RD,1988-11-09,TORONTO,Canada,tgillease47@linkedin.com,Toddy,"25-6 KINGSTON RD , TORONTO , ON",2015-05-12,Gillease,43.6682916454545,-79.3118674227273,961,9.0,502-118-5399,M4L1S4,ON
152,3 FLORENCE WYLE LANE,1983-12-10,TORONTO,Canada,mcoldwell48@istockphoto.com,Meggy,"3 FLORENCE WYLE LANE , TORONTO , ON",2017-06-17,Coldwell,43.6609297571429,-79.3528414285714,447,3.0,512-833-6635,M4M3E7,ON
153,30 WAVERLEY RD,1994-09-25,TORONTO,Canada,atebald49@census.gov,Alene,"30 WAVERLEY RD , TORONTO , ON",2016-01-06,Tebald,43.6671753583333,-79.2998075583333,682,7.0,949-857-5966,M4L3T1,ON
154,505-2 PARK VISTA,1989-07-30,EAST YORK,Canada,ccattow4a@com.com,Codi,"505-2 PARK VISTA , EAST YORK , ON",2017-02-26,Cattow,43.6978366,-79.2986093,25,7.0,662-741-1238,M4B1A1,ON
155,309-565 SHERBOURNE ST,1995-09-30,TORONTO,Canada,mizod4b@bbc.co.uk,Myra,"309-565 SHERBOURNE ST , TORONTO , ON",2017-10-18,Izod,,,569,6.0,646-468-8627,M4X1W7,ON
156,2918-7 CRESCENT PL,1992-09-23,EAST YORK,Canada,ftomadoni4c@seesaa.net,Florian,"2918-7 CRESCENT PL , EAST YORK , ON",2017-10-16,Tomadoni,43.6948426,-79.2920727,310,4.0,602-666-0611,M4C5L7,ON
157,79 GLENSIDE AVE,1994-11-06,TORONTO,Canada,mhuyghe4d@homestead.com,Marco,"79 GLENSIDE AVE , TORONTO , ON",2016-03-05,Huyghe,43.6739656235629,-79.3268767411745,52,8.0,985-197-0554,M4L2T6,ON
158,503-300 COXWELL AVE,1981-01-19,TORONTO,Canada,nfebvre4e@list-manage.com,Nancee,"503-300 COXWELL AVE , TORONTO , ON",2015-05-02,Febvre,,,490,7.0,314-259-0912,M4L3B6,ON
159,C305-629 EASTERN AVE,1996-09-08,TORONTO,Canada,ltedridge4f@hp.com,Lory,"C305-629 EASTERN AVE , TORONTO , ON",2015-12-06,Tedridge,,,806,10.0,213-660-8279,M4M1E3,ON
160,27 THORNCLIFFE PK DR  APT 105,1996-12-06,TORONTO,Canada,ccarlos4g@archive.org,Cary,"27 THORNCLIFFE PK DR  APT 105 , TORONTO , ON",2017-01-13,Carlos,,,301,2.0,419-722-0520,M4H1J2,ON
161,1215-45 SUNRISE AVE,1995-10-22,NORTH YORK,Canada,mronchetti4h@cisco.com,Mariya,"1215-45 SUNRISE AVE , NORTH YORK , ON",2016-02-09,Ronchetti,43.7190154,-79.3041747,866,7.0,904-615-0089,M4A2S3,ON
162,715 MILLWOOD ROAD UNIT 101,1999-04-26,TORONTO,Canada,kchisholm4i@tumblr.com,Kelby,"715 MILLWOOD ROAD UNIT 101 , TORONTO , ON",2016-01-24,Chisholm,,,224,5.0,210-250-5037,M4G1V7,ON
163,245 DAVISVILLE AVE UPH 04,1986-02-16,TORONTO,Canada,pothick4j@storify.com,Pen,"245 DAVISVILLE AVE UPH 04 , TORONTO , ON",2016-10-16,Othick,,,855,9.0,305-693-6145,M4S3H4,ON
164,57-80 SECORD AVE,1979-01-08,TORONTO,Canada,bfosdyke4k@yolasite.com,Brander,"57-80 SECORD AVE , TORONTO , ON",2015-04-01,Fosdyke,43.6933880636364,-79.2978761909091,772,5.0,305-513-0727,M4C5S1,ON
165,101 - 36 THORNCLIFF PARK DR,1984-05-10,EAST YORK,Canada,pdewen4l@opensource.org,Pauletta,"101 - 36 THORNCLIFF PARK DR , EAST YORK , ON",2017-01-28,Dewen,,,361,2.0,540-898-6220,M4H1J8,ON
166,41 SUMMERHILL AVE 1,1983-05-25,TORONTO,Canada,dpatmore4m@yellowbook.com,Derril,"41 SUMMERHILL AVE 1 , TORONTO , ON",2015-10-07,Patmore,43.6861645,-79.375922,373,8.0,701-868-5506,M4T1A9,ON
167,53 CRAIGHURST AVE,1997-12-23,TORONTO,Canada,rveryan4n@redcross.org,Ryan,"53 CRAIGHURST AVE , TORONTO , ON",2015-10-06,Veryan,43.7150472565217,-79.4016835,60,7.0,718-419-8044,M4R1J9,ON
168,1 KRAWCHUK LANE,1987-06-27,TORONTO,Canada,scolton4o@1und1.de,Skipton,"1 KRAWCHUK LANE , TORONTO , ON",2016-11-05,Colton,43.7028082,-79.3614762,816,5.0,806-218-5593,M4G4H4,ON
169,1 KRAWCHUK LANE,1998-04-21,TORONTO,Canada,fderyebarrett4p@thetimes.co.uk,Filmore,"1 KRAWCHUK LANE , TORONTO , ON",2016-04-11,Derye-Barrett,43.7028082,-79.3614762,885,10.0,773-867-7247,M4G4H4,ON
170,240 WELLESLEY ST E,1988-02-24,TORONTO,Canada,slancaster4q@foxnews.com,Simonette,"240 WELLESLEY ST E , TORONTO , ON",2015-03-18,Lancaster,43.6683658,-79.3717802,353,8.0,305-884-4473,M4X1G5,ON
171,160 COLEMAN AVE,1983-09-29,TORONTO,Canada,cglentz4r@phoca.cz,Celka,"160 COLEMAN AVE , TORONTO , ON",2017-03-08,Glentz,43.69094708,-79.29465249,623,10.0,254-638-5305,M4C1R2,ON
172,339 EGLINTON AVE EAST APT 2,1992-04-30,TORONTO,Canada,eleverton4s@reuters.com,Elli,"339 EGLINTON AVE EAST APT 2 , TORONTO , ON",2017-08-23,Leverton,,,472,3.0,989-808-9506,M4P1L7,ON
173,501 SAMMON AVE,,TORONTO,,hmarginson4t@aboutads.info,Hadley,"501 SAMMON AVE , TORONTO , ON",2017-03-16,Marginson,43.68811555,-79.3283353,608,,,M4J2B3,ON
174,49 HAZELWOOD AVENUE,1990-08-27,TORONTO,Canada,adoumic4u@wp.com,Ardys,"49 HAZELWOOD AVENUE , TORONTO , ON",2016-11-10,Doumic,43.678394184,-79.342719508,338,9.0,917-465-2503,M4J1K4,ON
175,27 BELCOURT RD,1996-09-24,TORONTO,Canada,vjurca4v@china.com.cn,Valencia,"27 BELCOURT RD , TORONTO , ON",2015-09-18,Jurca,43.704457225,-79.3807387,820,2.0,320-933-1791,M4S2T8,ON
176,633 GREENWOOD AVE,1977-07-17,TORONTO,Canada,rmcgilleghole4w@illinois.edu,Rosemonde,"633 GREENWOOD AVE , TORONTO , ON",2017-07-28,McGilleghole,43.6812004181818,-79.3320675363636,457,8.0,251-617-9384,M4J4B1,ON
177,310 RUSSELL HILL RD,1994-01-18,TORONTO,Canada,rgivens4x@google.fr,Rancell,"310 RUSSELL HILL RD , TORONTO , ON",2015-01-24,Givens,43.68706845,-79.408751325,489,2.0,202-255-8613,M4V2T6,ON
178,15 SHERWOOD AVE 224,1996-09-22,TORONTO,Canada,mdoxsey4y@blogtalkradio.com,Minetta,"15 SHERWOOD AVE 224 , TORONTO , ON",2016-11-20,Doxsey,43.7403179,-79.3019738,450,8.0,415-759-3511,M4P2A6,ON
179,200 RIVERDALE AVENUE,1993-08-27,TORONTO,Canada,mivanshintsev4z@upenn.edu,Madonna,"200 RIVERDALE AVENUE , TORONTO , ON",2015-08-05,Ivanshintsev,43.6706176333333,-79.3451491916667,979,6.0,406-228-1568,M4K1C5,ON
180,100 BROADWAY AVENUE 402,1979-04-18,TORONTO,Canada,geves50@squidoo.com,Galven,"100 BROADWAY AVENUE 402 , TORONTO , ON",2015-05-11,Eves,43.710705,-79.393738,724,2.0,616-461-0567,M4P1V6,ON
181,14 RONAN AVE,1981-03-02,TORONTO,Canada,llevay51@youtube.com,Liz,"14 RONAN AVE , TORONTO , ON",2015-08-21,Levay,43.72712525,-79.3941946125,566,6.0,773-368-1216,M4N2X9,ON
182,21 LASALLES BLVD,1999-01-28,TORONTO,Canada,fmerington52@odnoklassniki.ru,Forest,"21 LASALLES BLVD , TORONTO , ON",2016-12-04,Merington,,,891,10.0,585-814-8914,M4V2B8,ON
183,280 WELLESLEY ST E APT 2819,1986-09-13,TORONTO,Canada,pcradoc53@house.gov,Pierson,"280 WELLESLEY ST E APT 2819 , TORONTO , ON",2016-03-15,Cradoc,,,183,7.0,775-235-8585,M4X1G7,ON
184,77 HOWARD ST APT 2401,1991-06-27,TORONTO,Canada,boverell54@webnode.com,Bernelle,"77 HOWARD ST APT 2401 , TORONTO , ON",2016-02-16,Overell,,,1,8.0,504-459-8163,M4X1J9,ON
185,2030A QUEEN ST E,1977-10-03,TORONTO,Canada,aharrie55@biblegateway.com,Alvira,"2030A QUEEN ST E , TORONTO , ON",2017-02-17,Harrie,43.6704833727273,-79.2985245181818,646,7.0,469-974-6184,M4L1J4,ON
186,140 KINGSTON RD APT 215,1994-06-27,TORONTO,Canada,nroyans56@jimdo.com,Norrie,"140 KINGSTON RD APT 215 , TORONTO , ON",2015-12-04,Royans,,,445,7.0,501-465-5367,M4L1S9,ON
187,75 THORNCLIFF DR APT 1201,1977-01-10,TORONTO,Canada,bgummow57@army.mil,Brody,"75 THORNCLIFF DR APT 1201 , TORONTO , ON",2017-08-10,Gummow,,,851,6.0,540-384-4101,M4H1L4,ON
188,75 THORNCLIFF DR APT 1201,1992-05-24,TORONTO,Canada,gattwool58@alexa.com,Genvieve,"75 THORNCLIFF DR APT 1201 , TORONTO , ON",2016-07-06,Attwool,,,318,2.0,713-660-6971,M4H1L4,ON
189,507-102 GOODWOOD PARK CRT,1992-11-29,EAST YORK,Canada,jdei59@marriott.com,Jessie,"507-102 GOODWOOD PARK CRT , EAST YORK , ON",2017-06-12,Dei,,,856,2.0,914-872-2691,M4C2G8,ON
190,704-41 DUNDONALD ST,,TORONTO,,dchalliss5a@hubpages.com,Desdemona,"704-41 DUNDONALD ST , TORONTO , ON",2016-10-16,Challiss,,,694,,,M4Y1K6,ON
191,822-145 STRATHMORE BLVD,1997-09-05,TORONTO,Canada,pdamp5b@jugem.jp,Petra,"822-145 STRATHMORE BLVD , TORONTO , ON",2016-12-02,Damp,,,245,2.0,718-997-0034,M4J4Y9,ON
192,225 DAVISVILLE AVENUE APT 1912,1994-03-17,TORONTO,Canada,slambertson5c@fda.gov,Starr,"225 DAVISVILLE AVENUE APT 1912 , TORONTO , ON",2016-09-08,Lambertson,,,556,5.0,803-883-6559,M4S1G9,ON
193,42 THORNCLIFFE PARK DRIVE APT 205,1976-12-22,TORONTO,Canada,fhearfield5d@usgs.gov,Floris,"42 THORNCLIFFE PARK DRIVE APT 205 , TORONTO , ON",2016-04-10,Hearfield,,,995,10.0,336-670-5982,M4H1K1,ON
194,60 KERR ROAD,1979-02-08,TORONTO,Canada,ejudgkins5e@statcounter.com,Evelina,"60 KERR ROAD , TORONTO , ON",2017-07-28,Judgkins,43.6669539727273,-79.3235465272727,393,6.0,859-325-9175,M4L1K5,ON
195,47 THORNCLIFFE PARK DRIVE 2202,1999-01-17,TORONTO,Canada,ajillitt5f@technorati.com,Avivah,"47 THORNCLIFFE PARK DRIVE 2202 , TORONTO , ON",2016-09-18,Jillitt,,,747,1.0,203-181-6870,M4H1J5,ON
196,151 BINGHAM AVE,1997-04-20,TORONTO,Canada,jjessel5g@goo.ne.jp,Jennilee,"151 BINGHAM AVE , TORONTO , ON",2016-09-09,Jessel,43.6822512571429,-79.2855890714286,245,9.0,504-263-9439,M4E3R2,ON
197,252 GLEBEMOUNT AVE,1994-03-25,TORONTO,Canada,ichoppin5h@oaic.gov.au,Isa,"252 GLEBEMOUNT AVE , TORONTO , ON",2015-07-04,Choppin,43.6937348304427,-79.321716375271,106,2.0,916-999-4965,M4C3T6,ON
198,75 COSBURN AVE APT 1006,1997-02-05,TORONTO,Canada,fbrockley5i@domainmarket.com,Frank,"75 COSBURN AVE APT 1006 , TORONTO , ON",2017-05-14,Brockley,,,156,10.0,281-769-6316,M4K2G1,ON
199,1501 WOODBINE AVE UNIT 118,1980-01-09,TORONTO,Canada,nsammons5j@myspace.com,Noella,"1501 WOODBINE AVE UNIT 118 , TORONTO , ON",2015-12-24,Sammons,,,281,1.0,646-395-0072,M4C4H1,ON
200,2706-235 BLOOR ST E,1989-06-08,TORONTO,Canada,mraccio5k@illinois.edu,Munroe,"2706-235 BLOOR ST E , TORONTO , ON",2015-10-13,Raccio,,,179,1.0,832-278-2592,M4W3Y3,ON
201,2706-235 BLOOR ST E,1994-07-17,TORONTO,Canada,tpollington5l@comcast.net,Teodoro,"2706-235 BLOOR ST E , TORONTO , ON",2017-10-13,Pollington,,,176,1.0,612-749-6299,M4W3Y3,ON
202,275 BROADVIEW AVE #149,1977-08-25,TORONTO,Canada,zgarner5m@marriott.com,Zondra,"275 BROADVIEW AVE #149 , TORONTO , ON",2017-02-17,Garner,,,71,9.0,915-121-1232,M4M3H5,ON
203,650 PARLIAMENT STREET 1709,,TORONTO,,ssustin5n@telegraph.co.uk,Steven,"650 PARLIAMENT STREET 1709 , TORONTO , ON",2015-08-26,Sustin,43.66956685,-79.3706251370896,76,,,M4X1R3,ON
204,2003 A - 275 MAIN STREET,1997-08-21,TORONTO,Canada,kjeanel5o@mapquest.com,Kata,"2003 A - 275 MAIN STREET , TORONTO , ON",2015-01-04,Jeanel,,,673,4.0,937-971-5098,M4C4X4,ON
205,B-923 DANFORTH AVE,,TORONTO,,mgraith5p@mapy.cz,Maxi,"B-923 DANFORTH AVE , TORONTO , ON",2016-01-09,Graith,43.701035,-79.2549572,458,,,M4J1L8,ON
206,351 ROSELAWN AVE,1990-03-17,TORONTO,Canada,abompas5q@nytimes.com,Allen,"351 ROSELAWN AVE , TORONTO , ON",2017-07-26,Bompas,43.7085802588235,-79.4097274352941,696,8.0,773-930-8687,M4R1G2,ON
207,351 ROSELAWN AVE,1985-11-13,TORONTO,Canada,fpottinger5r@livejournal.com,Freddie,"351 ROSELAWN AVE , TORONTO , ON",2016-05-08,Pottinger,43.7085802588235,-79.4097274352941,684,5.0,212-122-1609,M4R1G2,ON
208,81 BOWOOD AVE,1989-07-15,TORONTO,Canada,mferronel5s@taobao.com,Margarethe,"81 BOWOOD AVE , TORONTO , ON",2017-07-21,Ferronel,43.72899376875,-79.4006311125,591,5.0,404-427-9629,M4N1Y3,ON
209,2303-1048 BROADVIEW AVE,1989-03-14,TORONTO,Canada,wglanfield5t@zimbio.com,Westbrook,"2303-1048 BROADVIEW AVE , TORONTO , ON",2015-08-17,Glanfield,,,880,3.0,504-967-9586,M4K2B8,ON
210,APARTMENT  1612 45 SUNRISE AVENUE,1986-03-23,TORONTO,Canada,msenecaut5u@woothemes.com,Mayor,"APARTMENT  1612 45 SUNRISE AVENUE , TORONTO , ON",2015-10-24,Senecaut,,,707,9.0,215-358-3398,M4A2S3,ON
211,700 ONTARIO STREET 1511,,TORONTO,,rgreggor5v@globo.com,Roger,"700 ONTARIO STREET 1511 , TORONTO , ON",2015-08-03,Greggor,43.6699691,-79.37340517033,236,,,M4X1N2,ON
212,300 COXWELL AVENUE APARTMENT 22503,1995-10-12,TORONTO,Canada,gsweeney5w@zdnet.com,Giffie,"300 COXWELL AVENUE APARTMENT 22503 , TORONTO , ON",2016-05-24,Sweeney,,,469,2.0,806-187-7385,M4L3B6,ON
213,201-1016 O'CONNOR DR,1999-02-07,TORONTO,Canada,sgoldsbrough5x@china.com.cn,Sheelagh,"201-1016 O'CONNOR DR , TORONTO , ON",2015-11-06,Goldsbrough,,,104,7.0,505-279-8127,M4B2T3,ON
214,201-1016 O'CONNOR DR,1985-04-14,TORONTO,Canada,ebrok5y@samsung.com,Euphemia,"201-1016 O'CONNOR DR , TORONTO , ON",2015-09-25,Brok,,,969,7.0,862-817-0225,M4B2T3,ON
215,19-1501 WOODBINE AVE,1990-06-13,TORONTO,Canada,tfelgat5z@ed.gov,Thomasine,"19-1501 WOODBINE AVE , TORONTO , ON",2015-01-24,Felgat,,,269,4.0,408-635-5597,M4C4H1,ON
216,55 TORRENS AVE,1991-01-30,TORONTO,Canada,ispeere60@typepad.com,Iolande,"55 TORRENS AVE , TORONTO , ON",2016-05-11,Speere,43.690676425,-79.3525732730769,29,2.0,202-164-5108,M4K2H9,ON
217,1614-5 MASSEY SQ,1980-08-21,TORONTO,Canada,mheigl61@wix.com,Merl,"1614-5 MASSEY SQ , TORONTO , ON",2016-10-26,Heigl,43.696371,-79.2933538,386,9.0,817-760-5110,M4C5L6,ON
218,216-120 HOMEWOOD AVE,1999-10-10,TORONTO,Canada,khugenin62@weibo.com,Kendricks,"216-120 HOMEWOOD AVE , TORONTO , ON",2015-11-27,Hugenin,,,476,4.0,319-906-1085,M4Y2J3,ON
219,368 EGLINTON AVENUE EAST PH2,1980-07-04,TORONTO,Canada,ceverix63@xinhuanet.com,Casi,"368 EGLINTON AVENUE EAST PH2 , TORONTO , ON",2016-01-23,Everix,,,647,1.0,304-484-3073,M4P1L9,ON
220,1502-77 NAITLAND PLACE,1998-06-20,TORONTO,Canada,bautie64@gmpg.org,Bernita,"1502-77 NAITLAND PLACE , TORONTO , ON",2015-09-26,Autie,,,603,3.0,571-914-9620,M4Y2V6,ON
221,2 OLD GEORGE PL,1996-05-17,TORONTO,Canada,dyendle65@4shared.com,Debbi,"2 OLD GEORGE PL , TORONTO , ON",2017-12-21,Yendle,,,445,4.0,202-608-8630,M4W1X9,ON
222,29 MOUNTJOY AV,1996-08-04,TORONTO,Canada,jwollen66@theatlantic.com,Jeri,"29 MOUNTJOY AV , TORONTO , ON",2015-11-05,Wollen,,,767,1.0,505-186-0689,M4J1J4,ON
223,15 BAIRD AVE,1998-09-24,TORONTO,Canada,efadian67@sciencedaily.com,Elvira,"15 BAIRD AVE , TORONTO , ON",2015-02-25,Fadian,,,409,1.0,513-224-5181,M4J1H1,ON
224,15 BAIRD AVE,1994-09-19,TORONTO,Canada,soscanlan68@meetup.com,Shayne,"15 BAIRD AVE , TORONTO , ON",2016-03-27,O'Scanlan,,,710,8.0,775-766-4134,M4J1H1,ON
225,19 DENVALE RD,,TORONTO,,teyton69@eepurl.com,Tulley,"19 DENVALE RD , TORONTO , ON",2016-10-23,Eyton,,,441,,,M4B3B3,ON
226,504 JARVIS STREET,1992-06-01,TORONTO,Canada,rtoffoletto6a@gmpg.org,Riley,"504 JARVIS STREET , TORONTO , ON",2016-04-15,Toffoletto,,,536,8.0,219-945-5303,M4Y2H6,ON
227,65A HILLSIDE DRIVE APT 402,,EAST YORK,,kwharton6b@biglobe.ne.jp,Kyrstin,"65A HILLSIDE DRIVE APT 402 , EAST YORK , ON",2016-03-27,Wharton,,,960,,,M4K2M3,ON
228,210 COSBURN AVE 301,1995-04-19,TORONTO,Canada,bbrewett6c@live.com,Barrie,"210 COSBURN AVE 301 , TORONTO , ON",2016-01-17,Brewett,,,590,6.0,202-976-1768,M4J2M1,ON
