address_line,birth_date,city,country,email,first_name,join_date,last_name,latitude,longitude,member_id,membership_length,phone_number,postal_code,state
9 MUNFORD CRES,11/16/76,EAST YORK,Canada,mpettitt44@ihg.com,Margot,3/22/16,Pettitt,43.70084495,-79.30246595,116,7,305-794-3904,M4B1B9,ON
9 MUNFORD CRES,9/19/82,EAST YORK,Canada,gmacgiffin45@sourceforge.net,Gaby,12/14/16,MacGiffin,43.70084495,-79.30246595,873,10,402-757-9584,M4B1B9,ON
1970 DANFORTH AVE,1/26/84,TORONTO,Canada,blomaz46@furl.net,Bearnard,12/13/15,Lomaz,43.68534643,-79.31497189,690,6,303-317-1653,M4C1J6,ON
25-6 KINGSTON RD,11/9/88,TORONTO,Canada,tgillease47@linkedin.com,Toddy,5/12/15,Gillease,43.66829165,-79.31186742,961,9,502-118-5399,M4L1S4,ON
3 FLORENCE WYLE LANE,12/10/83,TORONTO,Canada,mcoldwell48@istockphoto.com,Meggy,6/17/17,Coldwell,43.66092976,-79.35284143,447,3,512-833-6635,M4M3E7,ON
30 WAVERLEY RD,9/25/94,TORONTO,Canada,atebald49@census.gov,Alene,1/6/16,Tebald,43.66717536,-79.29980756,682,7,949-857-5966,M4L3T1,ON
505-2 PARK VISTA,7/30/89,EAST YORK,Canada,ccattow4a@com.com,Codi,2/26/17,Cattow,43.6978366,-79.2986093,25,7,662-741-1238,M4B1A1,ON
309-565 SHERBOURNE ST,9/30/95,TORONTO,Canada,mizod4b@bbc.co.uk,Myra,10/18/17,Izod,43.6701773,-79.3756491,569,6,646-468-8627,M4X1W7,ON
2918-7 CRESCENT PL,9/23/92,EAST YORK,Canada,ftomadoni4c@seesaa.net,Florian,10/16/17,Tomadoni,43.6948426,-79.2920727,310,4,602-666-0611,M4C5L7,ON
79 GLENSIDE AVE,11/6/94,TORONTO,Canada,mhuyghe4d@homestead.com,Marco,3/5/16,Huyghe,43.67396562,-79.32687674,52,8,985-197-0554,M4L2T6,ON
503-300 COXWELL AVE,1/19/81,TORONTO,Canada,nfebvre4e@list-manage.com,Nancee,5/2/15,Febvre,43.67386,-79.3200409,490,7,314-259-0912,M4L3B6,ON
C305-629 EASTERN AVE,9/8/96,TORONTO,Canada,ltedridge4f@hp.com,Lory,12/6/15,Tedridge,43.6587924,-79.3364813,806,10,213-660-8279,M4M1E3,ON
27 THORNCLIFFE PK DR  APT 105,12/6/96,TORONTO,Canada,ccarlos4g@archive.org,Cary,1/13/17,Carlos,43.7027331,-79.3464031,301,2,419-722-0520,M4H1J2,ON
1215-45 SUNRISE AVE,10/22/95,NORTH YORK,Canada,mronchetti4h@cisco.com,Mariya,2/9/16,Ronchetti,43.7190154,-79.3041747,866,7,904-615-0089,M4A2S3,ON
715 MILLWOOD ROAD UNIT 101,4/26/99,TORONTO,Canada,kchisholm4i@tumblr.com,Kelby,1/24/16,Chisholm,43.7042513,-79.373931,224,5,210-250-5037,M4G1V7,ON
245 DAVISVILLE AVE UPH 04,2/16/86,TORONTO,Canada,pothick4j@storify.com,Pen,10/16/16,Othick,,,855,9,305-693-6145,M4S3H4,ON
57-80 SECORD AVE,1/8/79,TORONTO,Canada,bfosdyke4k@yolasite.com,Brander,4/1/15,Fosdyke,43.69338806,-79.29787619,772,5,305-513-0727,M4C5S1,ON
101 - 36 THORNCLIFF PARK DR,5/10/84,EAST YORK,Canada,pdewen4l@opensource.org,Pauletta,1/28/17,Dewen,43.7027082,-79.3445732,361,2,540-898-6220,M4H1J8,ON
41 SUMMERHILL AVE 1,5/25/83,TORONTO,Canada,dpatmore4m@yellowbook.com,Derril,10/7/15,Patmore,43.6861645,-79.375922,373,8,701-868-5506,M4T1A9,ON
53 CRAIGHURST AVE,12/23/97,TORONTO,Canada,rveryan4n@redcross.org,Ryan,10/6/15,Veryan,43.71504726,-79.4016835,60,7,718-419-8044,M4R1J9,ON
1 KRAWCHUK LANE,6/27/87,TORONTO,Canada,scolton4o@1und1.de,Skipton,11/5/16,Colton,43.7028082,-79.3614762,816,5,806-218-5593,M4G4H4,ON
1 KRAWCHUK LANE,4/21/98,TORONTO,Canada,fderyebarrett4p@thetimes.co.uk,Filmore,4/11/16,Derye-Barrett,43.7028082,-79.3614762,885,10,773-867-7247,M4G4H4,ON
240 WELLESLEY ST E,2/24/88,TORONTO,Canada,slancaster4q@foxnews.com,Simonette,3/18/15,Lancaster,43.6683658,-79.3717802,353,8,305-884-4473,M4X1G5,ON
160 COLEMAN AVE,9/29/83,TORONTO,Canada,cglentz4r@phoca.cz,Celka,3/8/17,Glentz,43.69094708,-79.29465249,623,10,254-638-5305,M4C1R2,ON
339 EGLINTON AVE EAST APT 2,4/30/92,TORONTO,Canada,eleverton4s@reuters.com,Elli,8/23/17,Leverton,43.7089821,-79.3865124,472,3,989-808-9506,M4P1L7,ON
501 SAMMON AVE,,TORONTO,,hmarginson4t@aboutads.info,Hadley,3/16/17,Marginson,43.68811555,-79.3283353,608,,,M4J2B3,ON
49 HAZELWOOD AVENUE,8/27/90,TORONTO,Canada,adoumic4u@wp.com,Ardys,11/10/16,Doumic,43.67839418,-79.34271951,338,9,917-465-2503,M4J1K4,ON
27 BELCOURT RD,9/24/96,TORONTO,Canada,vjurca4v@china.com.cn,Valencia,9/18/15,Jurca,43.70445723,-79.3807387,820,2,320-933-1791,M4S2T8,ON
633 GREENWOOD AVE,7/17/77,TORONTO,Canada,rmcgilleghole4w@illinois.edu,Rosemonde,7/28/17,McGilleghole,43.68120042,-79.33206754,457,8,251-617-9384,M4J4B1,ON
310 RUSSELL HILL RD,1/18/94,TORONTO,Canada,rgivens4x@google.fr,Rancell,1/24/15,Givens,43.68706845,-79.40875133,489,2,202-255-8613,M4V2T6,ON
15 SHERWOOD AVE 224,9/22/96,TORONTO,Canada,mdoxsey4y@blogtalkradio.com,Minetta,11/20/16,Doxsey,43.7403179,-79.3019738,450,8,415-759-3511,M4P2A6,ON
200 RIVERDALE AVENUE,8/27/93,TORONTO,Canada,mivanshintsev4z@upenn.edu,Madonna,8/5/15,Ivanshintsev,43.67061763,-79.34514919,979,6,406-228-1568,M4K1C5,ON
100 BROADWAY AVENUE 402,4/18/79,TORONTO,Canada,geves50@squidoo.com,Galven,5/11/15,Eves,43.710705,-79.393738,724,2,616-461-0567,M4P1V6,ON
14 RONAN AVE,3/2/81,TORONTO,Canada,llevay51@youtube.com,Liz,8/21/15,Levay,43.72712525,-79.39419461,566,6,773-368-1216,M4N2X9,ON
21 LASALLES BLVD,1/28/99,TORONTO,Canada,fmerington52@odnoklassniki.ru,Forest,12/4/16,Merington,43.6953951,-79.3973019,891,10,585-814-8914,M4V2B8,ON
280 WELLESLEY ST E APT 2819,9/13/86,TORONTO,Canada,pcradoc53@house.gov,Pierson,3/15/16,Cradoc,43.6684831,-79.3703175,183,7,775-235-8585,M4X1G7,ON
77 HOWARD ST APT 2401,6/27/91,TORONTO,Canada,boverell54@webnode.com,Bernelle,2/16/16,Overell,43.6708529,-79.3727891,1,8,504-459-8163,M4X1J9,ON
2030A QUEEN ST E,10/3/77,TORONTO,Canada,aharrie55@biblegateway.com,Alvira,2/17/17,Harrie,43.67048337,-79.29852452,646,7,469-974-6184,M4L1J4,ON
140 KINGSTON RD APT 215,6/27/94,TORONTO,Canada,nroyans56@jimdo.com,Norrie,12/4/15,Royans,43.670726,-79.3107743,445,7,501-465-5367,M4L1S9,ON
75 THORNCLIFF DR APT 1201,1/10/77,TORONTO,Canada,bgummow57@army.mil,Brody,8/10/17,Gummow,43.705252,-79.341615,851,6,540-384-4101,M4H1L4,ON
75 THORNCLIFF DR APT 1201,5/24/92,TORONTO,Canada,gattwool58@alexa.com,Genvieve,7/6/16,Attwool,43.705252,-79.341615,318,2,713-660-6971,M4H1L4,ON
507-102 GOODWOOD PARK CRT,11/29/92,EAST YORK,Canada,jdei59@marriott.com,Jessie,6/12/17,Dei,43.6954997,-79.2960202,856,2,914-872-2691,M4C2G8,ON
704-41 DUNDONALD ST,,TORONTO,,dchalliss5a@hubpages.com,Desdemona,10/16/16,Challiss,43.666207,-79.3822783,694,,,M4Y1K6,ON
822-145 STRATHMORE BLVD,9/5/97,TORONTO,Canada,pdamp5b@jugem.jp,Petra,12/2/16,Damp,43.6817022,-79.3338414,245,2,718-997-0034,M4J4Y9,ON
225 DAVISVILLE AVENUE APT 1912,3/17/94,TORONTO,Canada,slambertson5c@fda.gov,Starr,9/8/16,Lambertson,43.6995625,-79.388193,556,5,803-883-6559,M4S1G9,ON
42 THORNCLIFFE PARK DRIVE APT 205,12/22/76,TORONTO,Canada,fhearfield5d@usgs.gov,Floris,4/10/16,Hearfield,43.7019696,-79.3439378,995,10,336-670-5982,M4H1K1,ON
60 KERR ROAD,2/8/79,TORONTO,Canada,ejudgkins5e@statcounter.com,Evelina,7/28/17,Judgkins,43.66695397,-79.32354653,393,6,859-325-9175,M4L1K5,ON
47 THORNCLIFFE PARK DRIVE 2202,1/17/99,TORONTO,Canada,ajillitt5f@technorati.com,Avivah,9/18/16,Jillitt,43.7007747,-79.343067,747,1,203-181-6870,M4H1J5,ON
151 BINGHAM AVE,4/20/97,TORONTO,Canada,jjessel5g@goo.ne.jp,Jennilee,9/9/16,Jessel,43.68225126,-79.28558907,245,9,504-263-9439,M4E3R2,ON
252 GLEBEMOUNT AVE,3/25/94,TORONTO,Canada,ichoppin5h@oaic.gov.au,Isa,7/4/15,Choppin,43.69373483,-79.32171638,106,2,916-999-4965,M4C3T6,ON
75 COSBURN AVE APT 1006,2/5/97,TORONTO,Canada,fbrockley5i@domainmarket.com,Frank,5/14/17,Brockley,43.6888054,-79.3510741,156,10,281-769-6316,M4K2G1,ON
1501 WOODBINE AVE UNIT 118,1/9/80,TORONTO,Canada,nsammons5j@myspace.com,Noella,12/24/15,Sammons,43.6998917,-79.3180236,281,1,646-395-0072,M4C4H1,ON
2706-235 BLOOR ST E,6/8/89,TORONTO,Canada,mraccio5k@illinois.edu,Munroe,10/13/15,Raccio,43.6710833,-79.3807612,179,1,832-278-2592,M4W3Y3,ON
2706-235 BLOOR ST E,7/17/94,TORONTO,Canada,tpollington5l@comcast.net,Teodoro,10/13/17,Pollington,43.6710833,-79.3807612,176,1,612-749-6299,M4W3Y3,ON
275 BROADVIEW AVE #149,8/25/77,TORONTO,Canada,zgarner5m@marriott.com,Zondra,2/17/17,Garner,43.6637816,-79.3505573,71,9,915-121-1232,M4M3H5,ON
650 PARLIAMENT STREET 1709,,TORONTO,,ssustin5n@telegraph.co.uk,Steven,8/26/15,Sustin,43.66956685,-79.37062514,76,,,M4X1R3,ON
2003 A - 275 MAIN STREET,8/21/97,TORONTO,Canada,kjeanel5o@mapquest.com,Kata,1/4/15,Jeanel,43.6876027,-79.3010509,673,4,937-971-5098,M4C4X4,ON
B-923 DANFORTH AVE,,TORONTO,,mgraith5p@mapy.cz,Maxi,1/9/16,Graith,43.701035,-79.2549572,458,,,M4J1L8,ON
351 ROSELAWN AVE,3/17/90,TORONTO,Canada,abompas5q@nytimes.com,Allen,7/26/17,Bompas,43.70858026,-79.40972744,696,8,773-930-8687,M4R1G2,ON
351 ROSELAWN AVE,11/13/85,TORONTO,Canada,fpottinger5r@livejournal.com,Freddie,5/8/16,Pottinger,43.70858026,-79.40972744,684,5,212-122-1609,M4R1G2,ON
81 BOWOOD AVE,7/15/89,TORONTO,Canada,mferronel5s@taobao.com,Margarethe,7/21/17,Ferronel,43.72899377,-79.40063111,591,5,404-427-9629,M4N1Y3,ON
2303-1048 BROADVIEW AVE,3/14/89,TORONTO,Canada,wglanfield5t@zimbio.com,Westbrook,8/17/15,Glanfield,43.684619,-79.3570064,880,3,504-967-9586,M4K2B8,ON
APARTMENT  1612 45 SUNRISE AVENUE,3/23/86,TORONTO,Canada,msenecaut5u@woothemes.com,Mayor,10/24/15,Senecaut,43.71833,-79.3033759,707,9,215-358-3398,M4A2S3,ON
700 ONTARIO STREET 1511,,TORONTO,,rgreggor5v@globo.com,Roger,8/3/15,Greggor,43.6699691,-79.37340517,236,,,M4X1N2,ON
300 COXWELL AVENUE APARTMENT 22503,10/12/95,TORONTO,Canada,gsweeney5w@zdnet.com,Giffie,5/24/16,Sweeney,43.67386,-79.3200409,469,2,806-187-7385,M4L3B6,ON
201-1016 O'CONNOR DR,2/7/99,TORONTO,Canada,sgoldsbrough5x@china.com.cn,Sheelagh,11/6/15,Goldsbrough,43.7097222,-79.3099278,104,7,505-279-8127,M4B2T3,ON
201-1016 O'CONNOR DR,4/14/85,TORONTO,Canada,ebrok5y@samsung.com,Euphemia,9/25/15,Brok,43.7097222,-79.3099278,969,7,862-817-0225,M4B2T3,ON
19-1501 WOODBINE AVE,6/13/90,TORONTO,Canada,tfelgat5z@ed.gov,Thomasine,1/24/15,Felgat,43.6998917,-79.3180236,269,4,408-635-5597,M4C4H1,ON
55 TORRENS AVE,1/30/91,TORONTO,Canada,ispeere60@typepad.com,Iolande,5/11/16,Speere,43.69067643,-79.35257327,29,2,202-164-5108,M4K2H9,ON
1614-5 MASSEY SQ,8/21/80,TORONTO,Canada,mheigl61@wix.com,Merl,10/26/16,Heigl,43.696371,-79.2933538,386,9,817-760-5110,M4C5L6,ON
216-120 HOMEWOOD AVE,10/10/99,TORONTO,Canada,khugenin62@weibo.com,Kendricks,11/27/15,Hugenin,43.6669634,-79.3761188,476,4,319-906-1085,M4Y2J3,ON
368 EGLINTON AVENUE EAST PH2,7/4/80,TORONTO,Canada,ceverix63@xinhuanet.com,Casi,1/23/16,Everix,,,647,1,304-484-3073,M4P1L9,ON
1502-77 NAITLAND PLACE,6/20/98,TORONTO,Canada,bautie64@gmpg.org,Bernita,9/26/15,Autie,43.6651058,-79.3769009,603,3,571-914-9620,M4Y2V6,ON
2 OLD GEORGE PL,5/17/96,TORONTO,Canada,dyendle65@4shared.com,Debbi,12/21/17,Yendle,43.6810442,-79.3773423,445,4,202-608-8630,M4W1X9,ON
29 MOUNTJOY AV,8/4/96,TORONTO,Canada,jwollen66@theatlantic.com,Jeri,11/5/15,Wollen,43.6802559,-79.3303784,767,1,505-186-0689,M4J1J4,ON
15 BAIRD AVE,9/24/98,TORONTO,Canada,efadian67@sciencedaily.com,Elvira,2/25/15,Fadian,43.6770967,-79.3367573,409,1,513-224-5181,M4J1H1,ON
15 BAIRD AVE,9/19/94,TORONTO,Canada,soscanlan68@meetup.com,Shayne,3/27/16,O'Scanlan,43.6770967,-79.3367573,710,8,775-766-4134,M4J1H1,ON
19 DENVALE RD,,TORONTO,,teyton69@eepurl.com,Tulley,10/23/16,Eyton,43.7054169,-79.3185595,441,,,M4B3B3,ON
504 JARVIS STREET,6/1/92,TORONTO,Canada,rtoffoletto6a@gmpg.org,Riley,4/15/16,Toffoletto,43.6672281,-79.3791371,536,8,219-945-5303,M4Y2H6,ON
65A HILLSIDE DRIVE APT 402,,EAST YORK,,kwharton6b@biglobe.ne.jp,Kyrstin,3/27/16,Wharton,43.6896727,-79.3562625,960,,,M4K2M3,ON
210 COSBURN AVE 301,4/19/95,TORONTO,Canada,bbrewett6c@live.com,Barrie,1/17/16,Brewett,43.6903923,-79.3443116,590,6,202-976-1768,M4J2M1,ON
90 EASTDALE AVENUE UNIT 1002,7/27/79,EAST YORK,Canada,whawket6d@rediff.com,Wood,7/12/17,Hawket,43.6945345,-79.301181,826,1,907-761-4402,M4C5A2,ON
135 DEWHURST BLVD,2/26/92,EAST YORK,Canada,tglendining6e@list-manage.com,Trescha,12/21/17,Glendining,43.684055,-79.3406674,766,8,410-651-9205,M4J3J8,ON
135 DEWHURST BLVD,7/7/84,EAST YORK,Canada,clewisham6f@ed.gov,Constantin,6/14/17,Lewisham,43.684055,-79.3406674,616,1,704-291-2292,M4J3J8,ON
281 MUTUAL STREET UNIT 2803,6/8/89,TORONTO,Canada,jhayers6g@nydailynews.com,Jeanne,1/16/16,Hayers,43.6633149,-79.3779543,936,8,334-939-5998,M4Y3C4,ON
35 EDGEWOOD GROVE,8/18/96,TORONTO,Canada,donthank6h@tripod.com,Dyanna,1/20/15,Onthank,43.6731587,-79.3129855,594,4,518-742-4297,M4L1X8,ON
512-53 THORNCLIFFE PARK DR,7/24/95,EAST YORK,Canada,pallix6i@amazonaws.com,Phyllida,12/14/15,Allix,43.7029581,-79.3414692,96,5,254-570-5935,M4H1L1,ON
50 THORNCLIFFE PARK DR D,4/8/80,TORONTO,Canada,akuhnert6j@flickr.com,Arlette,8/10/17,Kuhnert,43.7032048,-79.342101,913,8,858-664-5495,M4H1K4,ON
APT 319-130 EGLINTON AVE EAST,4/26/79,TORONTO,Canada,dmasterson6k@mysql.com,Den,4/14/15,Masterson,43.7080689,-79.3943759,230,8,559-116-3754,M4P2X9,ON
319-396 AVENUE ROAD,12/15/76,TORONTO,Canada,egodson6l@ning.com,Ekaterina,9/28/16,Godson,43.6820651,-79.3999174,946,8,602-264-0300,M4V2H5,ON
11 DEAL AVE,2/17/98,TORONTO,Canada,mjelf6m@yellowbook.com,Matthew,3/7/16,Jelf,43.7278582,-79.39893,816,6,702-900-7551,M4N2S8,ON
11 DEAL AVE,10/28/82,TORONTO,Canada,cpinn6n@wikimedia.org,Cris,6/10/16,Pinn,43.7278582,-79.39893,550,4,305-719-1809,M4N2S8,ON
93 DOUGLAS DR,3/9/98,TORONTO,Canada,hsimenel6o@webs.com,Harlin,8/26/15,Simenel,43.683866,-79.3783322,898,8,203-143-8031,M4W2B2,ON
208-2 SWIFT DR,5/6/78,NORTH YORK,Canada,sarkil6p@earthlink.net,Sherrie,1/11/16,Arkil,43.726651,-79.3188247,60,10,773-183-7454,M4A2A2,ON
58 HOLMSTEAD AVE,5/20/81,EAST YORK,Canada,dyeeles6q@phpbb.com,Dannel,12/17/16,Yeeles,43.7097453,-79.2982156,38,7,904-526-6816,M4B1T2,ON
2 BLYTH DALE RD.,8/15/99,TORONTO,Canada,lfillgate6r@imgur.com,Lela,7/16/17,Fillgate,43.7195334,-79.3850581,364,9,402-603-4209,M4N3M2,ON
710-100 COSBURN AVE,1/7/88,EAST YORK,Canada,ofritter6s@redcross.org,Orion,9/8/15,Fritter,43.6894311,-79.3500556,67,6,205-551-8686,M4K2G7,ON
5-240 WELLESLEY ST E,5/14/89,TORONTO,Canada,dshakesbye6t@livejournal.com,Darrell,2/27/17,Shakesbye,43.6681993,-79.3717796,292,7,417-737-5439,M4X1G5,ON
25 LASCELLES BLVD APT 1404,,TORONTO,,cmaclucais6u@chron.com,Caro,9/13/15,MacLucais,43.6959215,-79.3992404,309,,,M4V2C1,ON
820-550 JARVIS ST,4/12/79,TORONTO,Canada,bemanuele6v@sciencedirect.com,Bram,3/24/16,Emanuele,43.6692283,-79.3799488,7,7,847-458-0397,M4Y2H9,ON
1355 DANFORTH AVE FLOOR 2,4/5/80,TORONTO,Canada,mkerner6w@tumblr.com,Mellie,5/15/16,Kerner,43.6820701,-79.3285651,511,9,612-653-9537,M4J1N1,ON
102 BLYTHWOOD RD,6/19/81,TORONTO,Canada,hianson6x@tinypic.com,Hadley,6/28/17,I'anson,43.7175272,-79.3971702,28,4,626-594-8488,M4N1A4,ON
4-77 MUNRO ST,10/2/87,TORONTO,Canada,nshipton6y@wisc.edu,Naoma,4/23/16,Shipton,43.6613436,-79.3527406,305,6,208-120-5527,M4M2S7,ON
1061 GERRARD ST E,11/12/98,TORONTO,Canada,aralfe6z@salon.com,Alfons,7/14/17,Ralfe,43.6690905,-79.3356654,429,1,318-518-4485,M4M1Z7,ON
11 CRESCENT TOWN ROAD APT 424,8/18/95,TORONTO,Canada,fdomegan70@yahoo.com,Fitzgerald,6/24/16,Domegan,43.6964062,-79.2910922,820,9,718-413-3913,M4C5L9,ON
11 CRESCENT TOWN ROAD APT 424,6/8/83,TORONTO,Canada,jcotte71@columbia.edu,Jard,5/2/17,Cotte,43.6964062,-79.2910922,841,6,614-990-2745,M4C5L9,ON
2-104 KIPPENDAVIE AVE,9/30/90,TORONTO,Canada,kdesforges72@narod.ru,Kristin,7/11/16,Desforges,43.6687149,-79.303923,559,8,313-372-9685,M4L3R5,ON
433 JARVIS ST,5/30/89,TORONTO,Canada,egallamore73@patch.com,Elayne,10/12/17,Gallamore,43.6638001,-79.3769172,615,10,716-379-2826,M4Y2G9,ON
231 GLENROSE AVE,12/28/93,TORONTO,Canada,tmallabone74@acquirethisname.com,Theobald,10/2/17,Mallabone,43.690337,-79.3778878,207,8,646-778-1069,M4T1L1,ON
44 BEACHVIEW CRES,12/9/79,TORONTO,Canada,ecase75@youtube.com,Eugen,7/15/17,Case,43.6813327,-79.3076235,425,2,717-819-6322,M4E2L5,ON
2309-47 THORNCLIFFE PARK DR,5/25/83,EAST YORK,Canada,dannandale76@friendfeed.com,Demetra,2/17/16,Annandale,43.7007747,-79.343067,999,1,816-467-7331,M4H1J5,ON
304-49 THORNCLIFFE PARK DR,9/1/94,EAST YORK,Canada,gbunney77@technorati.com,Gisella,12/19/17,Bunney,43.7019693,-79.3423033,907,1,813-916-9601,M4H1J6,ON
711-9 CRESCENT PL,2/23/84,EAST YORK,Canada,mciotto78@topsy.com,Mehetabel,9/23/16,Ciotto,43.6957048,-79.2911908,174,10,414-445-4550,M4C5L8,ON
133 BROADWAY AVE UNIT 8,4/25/80,TORONTO,Canada,adorant79@icq.com,Abbey,7/5/16,Dorant,43.7104586,-79.39191,143,4,415-508-7188,M4P1V5,ON
53 THORNCLIFFE PRK A610,9/29/80,EAST YORK,Canada,locullinane7a@state.tx.us,Leah,7/25/15,O'Cullinane,43.7029581,-79.3414692,938,2,407-558-4939,M4H1L1,ON
506-275 MAIN ST,3/9/77,TORONTO,Canada,jsatterlee7b@oracle.com,Joyce,12/16/16,Satterlee,43.6876027,-79.3010509,542,6,229-298-5856,M4C4X4,ON
4-85 BLOOR ST E,12/25/84,TORONTO,Canada,ppenelli7c@wikimedia.org,Pearla,7/1/15,Penelli,43.6703733,-79.3844718,971,6,772-368-2267,M4W3Y1,ON
93 CAITHNESS AVE,6/15/77,TORONTO,Canada,pmacbey7d@hhs.gov,Piotr,4/23/15,MacBey,43.6838356,-79.3358188,948,4,330-419-8238,M4S3X9,ON
302-250 ST COAIR AVE W,4/23/95,TORONTO,Canada,lterne7e@reddit.com,Linnell,8/28/15,Terne,43.6857124,-79.4074851,511,3,754-227-7320,M4V1R6,ON
206-69 GAMBLE AVE,10/8/81,TORONTO,Canada,cmcgirr7f@yandex.ru,Cobby,10/19/17,McGirr,43.6898939,-79.3512058,692,9,562-210-1953,M4K2H4,ON
61 HARCOURT AVE,6/22/88,TORONTO,Canada,bmaxted7g@bbb.org,Basilio,9/11/16,Maxted,43.6774946,-79.3429601,722,3,559-562-4515,M4J1J3,ON
61 HARCOURT AVE,7/25/81,TORONTO,Canada,orowsell7h@macromedia.com,Olia,5/19/16,Rowsell,43.6774946,-79.3429601,425,4,512-954-3681,M4J1J3,ON
56 HEATH ST W,6/16/98,TORONTO,Canada,bsiggin7i@infoseek.co.jp,Briano,7/1/16,Siggin,43.689844,-79.3978901,850,3,707-149-9280,M4V1T4,ON
56 HEATH ST W,1/15/82,TORONTO,Canada,tskylett7j@imageshack.us,Tierney,7/14/15,Skylett,43.689844,-79.3978901,534,7,757-690-1449,M4V1T4,ON
1809 - 118 BALLIOL STREET,2/25/86,TORONTO,Canada,ccamplen7k@tiny.cc,Cecilius,5/5/16,Camplen,43.698385,-79.3927357,928,7,815-393-6694,M4S0A9,ON
619-111 ST CLAIR AVE W,2/12/89,TORONTO,Canada,eharme7l@4shared.com,Eric,4/21/17,Harme,43.6866757,-79.399443,574,7,913-265-0186,M4V1N5,ON
A-360 OCONNOR DR,,EAST YORK,,wliley7m@discuz.net,Walden,1/11/16,Liley,43.6957075,-79.3399798,90,,,M4J2V5,ON
420 MORTIMER AVE,,TORONTO,,arobert7n@google.com.hk,Angelo,1/5/15,Robert,43.6889334,-79.3349171,507,,,M4J2E9,ON
1700 EGLINTON AVE EAST,11/25/82,TORONTO,Canada,clewing7o@wikipedia.org,Cloris,10/13/15,Lewing,43.7263875,-79.3125702,892,8,920-716-3455,M4A2X4,ON
989 DUNDAS ST EAST,4/28/98,TORONTO,Canada,ascrine7p@shinystat.com,Aviva,9/24/16,Scrine,43.6633508,-79.3470383,244,5,859-861-1786,M4M1R6,ON
2411 47 THORNCLISSE PARK DR,,EAST YORK,,cavrahm7q@stanford.edu,Carlota,12/4/15,Avrahm,43.7007747,-79.343067,944,,,M4H1J5,ON
5-17 CARLAW AVE,8/30/88,TORONTO,Canada,lnodes7r@usa.gov,Libby,5/3/17,Nodes,43.6561284,-79.3377546,756,8,863-650-8339,M4M2R6,ON
1104-160 BALMORAL AVE,5/21/99,TORONTO,Canada,mdouble7s@cloudflare.com,Matthaeus,12/16/17,Double,43.6844205,-79.4009672,601,5,317-227-8974,M4V1J7,ON
14 NORWOOD TERR,11/25/79,TORONTO,Canada,bhamer7t@pbs.org,Britt,1/20/16,Hamer,43.684892,-79.3028996,200,9,713-604-2729,M4E2G9,ON
1-20 ROSELAWN AVE,4/8/87,TORONTO,Canada,bprobbin7u@utexas.edu,Bird,10/28/16,Probbin,43.7109161,-79.4000596,158,6,408-660-7510,M4R1E4,ON
44 CHARLES ST WEST APT 1702,8/11/79,TORONTO,Canada,ptimpany7v@engadget.com,Paten,4/22/15,Timpany,43.6691122,-79.3886234,263,10,706-395-0281,M4Y1R7,ON
A-58 HASTINGS AVE,5/1/89,TORONTO,Canada,mgee7w@over-blog.com,Marja,11/26/17,Gee,43.6651263,-79.3300626,439,3,316-613-8747,M4L2L2,ON
A-58 HASTINGS AVE,,TORONTO,,ubayne7x@toplist.cz,Ulises,8/6/15,Bayne,43.6651263,-79.3300626,958,,,M4L2L2,ON
5 ST JOSEPH ST #1703,3/16/93,TORONTO,Canada,fpicford7y@1688.com,Fremont,1/1/16,Picford,43.6658974,-79.3853,275,4,513-634-6459,M4Y0B6,ON
5 ST JOSEPH ST #1703,,TORONTO,,aaleksashin7z@europa.eu,Alice,4/2/16,Aleksashin,43.6658974,-79.3853,803,,,M4Y0B6,ON
204 ST CLAIR AVE W,2/7/96,TORONTO,Canada,awesterman80@vkontakte.ru,Anne-marie,11/9/15,Westerman,43.6864702,-79.4037231,131,10,559-858-4636,M4V1R2,ON
208-39 ROEHAMPTON AVE,,TORONTO,,spilcher81@example.com,Sileas,12/12/17,Pilcher,43.70806,-79.3972518,2,,,M4P1P9,ON
208-39 ROEHAMPTON AVE,,TORONTO,,eeby82@cmu.edu,Erie,6/28/15,Eby,43.70806,-79.3972518,790,,,M4P1P9,ON
615-105 ISABELLA ST,5/5/94,TORONTO,Canada,hendacott83@homestead.com,Harri,5/7/16,Endacott,43.6684689,-79.3799252,352,10,352-927-4335,M4Y1N9,ON
520-10 GOWER STREET,9/1/91,EAST YORK,Canada,dchown84@dmoz.org,Dianna,5/13/15,Chown,43.7024481,-79.2978323,771,1,702-713-6568,M4B3M3,ON
35 WOODVILLE AVE,1/4/90,EAST YORK,Canada,dnekrews85@jimdo.com,Dael,11/28/17,Nekrews,43.6914048,-79.3532595,589,7,224-701-9949,M4K2J5,ON
308-80 GOWAN AVE,1/10/91,TORONTO,Canada,pnotton86@apache.org,Pris,11/22/15,Notton,43.6881507,-79.3516013,646,4,910-627-4720,M4K2E1,ON
174 WAVERLEY RD,2/2/84,TORONTO,Canada,lgoldsworthy87@ycombinator.com,Lawton,4/24/15,Goldsworthy,43.6723141,-79.3021875,782,2,949-989-1170,M4L3T3,ON
6-292 GREENWOOD AVE,6/10/77,TORONTO,Canada,rchew88@netscape.com,Ramsey,10/4/15,Chew,43.6737862,-79.3293238,453,4,559-837-0466,M4L2R7,ON
